Finished setup, waiting to start, PID: p:0.02 i(x100):0.00 d(x10):1.00 iCap:10000
UPLoading
1.10 4.00 2.00 10.00 5.00 1.00 0.00 
DOWNSLOPE1513 x:-1.39 y:0.21 z:1.15 acc:1.82 inst:3.66 dt:5
DOWNSLOPE1518 x:-1.39 y:0.21 z:1.15 acc:1.82 inst:3.65 dt:5
DOWNSLOPE1523 x:-1.40 y:0.12 z:1.17 acc:1.82 inst:3.65 dt:5
DOWNSLOPE1528 x:-1.40 y:0.12 z:1.17 acc:1.82 inst:3.65 dt:5
DOWNSLOPE1533 x:-1.40 y:0.12 z:1.17 acc:1.82 inst:3.64 dt:5
DOWNSLOPE1538 x:-1.40 y:0.12 z:1.17 acc:1.82 inst:3.64 dt:5
DOWNSLOPE1544 x:-1.40 y:0.12 z:1.17 acc:1.82 inst:3.64 dt:6
DOWNSLOPE1550 x:-1.36 y:0.09 z:1.14 acc:1.77 inst:3.63 dt:6
DOWNSLOPE1554 x:-1.36 y:0.09 z:1.14 acc:1.77 inst:3.63 dt:4
DOWNSLOPE1559 x:-1.36 y:0.09 z:1.14 acc:1.77 inst:3.63 dt:5
DOWNSLOPE1565 x:-1.36 y:0.09 z:1.14 acc:1.77 inst:3.62 dt:6
DOWNSLOPE1570 x:-1.36 y:0.09 z:1.14 acc:1.77 inst:3.62 dt:5
DOWNSLOPE1575 x:-1.30 y:0.21 z:1.10 acc:1.72 inst:3.62 dt:5
DOWNSLOPE1580 x:-1.30 y:0.21 z:1.10 acc:1.72 inst:3.61 dt:5
DOWNSLOPE1585 x:-1.30 y:0.21 z:1.10 acc:1.72 inst:3.61 dt:5
DOWNSLOPE1591 x:-1.30 y:0.21 z:1.10 acc:1.72 inst:3.61 dt:6
DOWNSLOPE1596 x:-1.32 y:0.31 z:1.07 acc:1.72 inst:3.60 dt:5
DOWNSLOPE1601 x:-1.32 y:0.31 z:1.07 acc:1.72 inst:3.60 dt:5
DOWNSLOPE1606 x:-1.32 y:0.31 z:1.07 acc:1.72 inst:3.60 dt:5
DOWNSLOPE1611 x:-1.32 y:0.31 z:1.07 acc:1.72 inst:3.59 dt:5
DOWNSLOPE1616 x:-1.32 y:0.31 z:1.07 acc:1.72 inst:3.59 dt:5
DOWNSLOPE1621 x:-1.32 y:0.31 z:1.07 acc:1.72 inst:3.59 dt:5
DOWNSLOPE1626 x:-1.32 y:0.29 z:1.07 acc:1.72 inst:3.58 dt:5
DOWNSLOPE1632 x:-1.32 y:0.29 z1.32 y:0.29 z:1.07 acc:1.72 inst:3.58 dt:5
DOWNSLOPE1642 x:-1.32 y:0.29 z:1.07 acc:1.72 inst:3.57 dt:5
DOWNSLOPE1648 x:-1.30 y:0.25 z:1.08 acc:1.71 inst:3.57 dt:6
DOWNSLOPE1653 x:-1.30 y:0.25 z:1.08 acc:1.71 inst:3.56 dt:5
DOWNSLOPE1658 x:-1.30 y:0.25 z:1.08 acc:1.71 inst:3.56 dt:5
DOWNSLOPE1663 x:-1.30 y:0.25 z:1.08 acc:1.71 inst:1.07 acc:1.72 inst:3.58 dt:6
DOWNSLOPE1637 x:-:3.56 dt:5
DOWNSLOPE1668 x:-1.30 y:0.25 z:1.08 acc:1.71 inst:3.55 dt:5
DOWNSLOPE1674 x:-1.28 y:0.30 z:1.08 acc:1.70 inst:3.55 dt:6
DOWNSLOPE1679 x:-1.28 y:0.30 z:1.08 acc:1.70 inst:3.55 dt:5
DOWNSLOPE1684 x:-1.28 y:0.30 z:1.08 acc:1.70 inst:3.54 dt:5
DOWNSLOPE1689 x:-1.28 y:0.30 z:1.08 acc:1.70 inst:3.54 dt:5
DOWNSLOPE1694 x:-1.28 y:0.30 z:1.08 acc:1.70 inst:3.54 dt:5
DOWNSLOPE1699 x:-1.26 y:0.32 z:1.09 acc:1.69 inst:3.53 dt:5
DOWNSLOPE1704 x:-1.26 y:0.32 z:1.09 acc:1.69 inst:3.53 dt:5
DOWNSLOPE1709 x:-1.26 y:0.32 z:1.09 acc:1.69 inst:3.53 dt:5
DOWNSLOPE1715 x:-1.26 y:0.32 z:1.09 acc:1.69 inst:3.52 dt:6
DOWNSLOPE1721 x:-1.24 y:0.27 z:1.11 acc:1.69 inst:3.52 dt:6
DOWNSLOPE1726 x:-1.24 y:0.27 z:1.11 acc:1.69 inst:3.52 dt:5
DOWNSLOPE1731 x:-1.24 y:0.27 z:1.11 acc:1.69 inst:3.51 dt:5
DOWNSLOPE1736 x:-1.24 y:0.27 z:1.11 acc:1.69 inst:3.51 dt:5
DOWNSLOPE1741 x:-1.24 y:0.27 z:1.11 acc:1.69 inst:3.51 dt:5
DOWNSLOPE1746 x:-1.25 y:0.20 z:1.12 acc:1.69 inst:3.50 dt:5
DOWNSLOPE1751 x:-1.25 y:0.20 z:1.12 acc:1.69 inst:3.50 dt:5
DOWNSLOPE1756 x:-1.25 y:0.20 z:1.12 acc:1.69 inst:3.50 dt:5
DOWNSLOPE1762 x:-1.25 y:0.20 z:1.12 acc:1.69 inst:3.49 dt:6
DOWNSLOPE1767 x:-1.25 y:0.20 z:1.12 acc:1.69 inst:3.49 dt:5
DOWNSLOPE1772 x:-1.23 y:0.14 z:1.13 acc:1.68 inst:3.49 dt:5
DOWNSLOPE1777 x:-1.23 y:0.14 z:1.13 acc:1.68 inst:3.48 dt:5
DOWNSLOPE1782 x:-1.23 y:0.14 z:1.13 acc:1.68 inst:3.48 dt:5
DOWNSLOPE1787 x:-1.23 y:0.14 z:1.13 acc:1.68 inst:3.48 dt:5
DOWNSLOPE1793 x:-1.18 y:0.07 z:1.15 acc:1.65 inst:3.47 dt:6
DOWNSLOPE1797 x:-1.18 y:0.07 z:1.15 acc:1.65 inst:3.47 dt:4
DOWNSLOPE1803 x:-1.18 y:0.07 z:1.15 acc:1.65 inst:3.46 dt:6
DOWNSLOPE1809 x:-1.18 y:0.07 z:1.15 acc:1.65 inst:3.46 dt:6
DOWNSLOPE1814 x:-1.18 y:0.07 z:1.15 acc:1.65 inst:3.46 dt:5
DOWNSLOPE1819 x:-1.16 y:0.10 z:1.16 acc:1.64 inst:3.45 dt:5
DOWNSLOPE1824 x:-1.16 y:0.10 z:1.16 acc:1.64 inst:3.45 dt:5
DOWNSLOPE1829 x:-1.16 y:0.10 z:1.16 acc:1.64 inst:3.45 dt:5
DOWNSLOPE1834 x:-1.16 y:0.10 z:1.16 acc:1.64 inst:3.44 dt:5
DOWNSLOPE1839 x:-1.16 y:0.10 z:1.16 acc:1.64 inst:3.44 dt:5
DOWNSLOPE1845 x:-1.22 y:0.21 z:1.17 acc:1.71 inst:3.44 dt:6
DOWNSLOPE1850 x:-1.22 y:0.21 z:1.17 acc:1.71 inst:3.43 dt:5
DOWNSLOPE1855 x:-1.22 y:0.21 z:1.17 acc:1.71 inst:3.43 dt:5
DOWNSLOPE1860 x:-1.22 y:0.21 z:1.17 acc:1.71 inst:3.43 dt:5
DOWNSLOPE1865 x:-1.23 y:0.21 z:1.21 acc:1.73 inst:3.42 dt:5
DOWNSLOPE1870 x:-1.23 y:0.21 z:1.21 acc:1.73 inst:3.42 dt:5
DOWNSLOPE1875 x:-1.23 y:0.21 z:1.21 acc:1.73 inst:3.42 dt:5
DOWNSLOPE1880 x:-1.23 y:0.21 z:1.21 acc:1.73 inst:3.41 dt:5
DOWNSLOPE1886 x:-1.23 y:0.21 z:1.21 acc:1.73 inst:3.41 dt:6
DOWNSLOPE1892 x:-1.19 y:0.18 z:1.19 acc:1.69 inst:3.41 dt:6
DOWNSLOPE1897 x:-1.19 y:0.18 z:1.19 acc:1.69 inst:3.40 dt:5
DOWNSLOPE1902 x:-1.19 y:0.18 z:1.19 acc:1.69 inst:3.40 dt:5
DOWNSLOPE1907 x:-1.19 y:0.18 z:1.19 acc:1.69 inst:3.40 dt:5
DOWNSLOPE1912 x:-1.19 y:0.18 z:1.19 acc:1.69 inst:3.39 dt:5
DOWNSLOPE1917 x:-1.16 y:0.17 z:1.14 acc:1.64 inst:3.39 dt:5
DOWNSLOPE1922 x:-1.16 y:0.17 z:1.14 acc:1.64 inst:3.39 dt:5
DOWNSLOPE1928 x:-1.16 y:0.17 z:1.14 acc:1.64 inst:3.38 dt:6
DOWNSLOPE1933 x:-1.16 y:0.17 z:1.14 acc:1.64 inst:3.38 dt:5
DOWNSLOPE1938 x:-1.14 y:0.15 z:1.12 acc:1.61 inst:3.37 dt:5
DOWNSLOPE1943 x:-1.14 y:0.15 z:1.12 acc:1.61 inst:3.37 dt:5
DOWNSLOPE1948 x:-1.14 y:0.15 z:1.12 acc:1.61 inst:3.37 dt:5
DOWNSLOPE1953 x:-1.14 y:0.15 z:1.12 acc:1.61 inst:3.36 dt:5
DOWNSLOPE1958 x:-1.14 y:0.15 z:1.12 acc:1.61 inst:3.36 dt:5
DOWNSLOPE1964 x:-1.14 y:0.12 z:1.12 acc:1.60 inst:3.36 dt:6
DOWNSLOPE1968 x:-1.14 y:0.12 z:1.12 acc:1.60 inst:3.35 dt:4
DOWNSLOPE1975 x:-1.14 y:0.12 z:1.12 acc:1.60 inst:3.35 dt:7
DOWNSLOPE1980 x:-1.14 y:0.12 z:1.12 acc:1.60 inst:3.35 dt:5
DOWNSLOPE1985 x:-1.14 y:0.12 z:1.12 acc:1.60 inst:3.34 dt:5
DOWNSLOPE1990 x:-1.15 y:0.15 z:1.11 acc:1.61 inst:3.34 dt:5
DOWNSLOPE1995 x:-1.15 y:0.15 z:1.11 acc:1.61 inst:3.34 dt:5
DOWNSLOPE2000 x:-1.15 y:0.15 z:1.11 acc:1.61 inst:3.33 dt:5
DOWNSLOPE2005 x:-1.15 y:0.15 z:1.11 acc:1.61 inst:3.33 dt:5
DOWNSLOPE2010 x:-1.15 y:0.15 z:1.11 acc:1.61 inst:3.33 dt:5
DOWNSLOPE2016 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.32 dt:6
DOWNSLOPE2021 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.32 dt:5
DOWNSLOPE2026 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.32 dt:5
DOWNSLOPE2031 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.31 dt:5
DOWNSLOPE2036 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.31 dt:5
DOWNSLOPE2042 x:-1.15 y:0.22 z:1.11 acc:1.61 inst:3.31 dt:6
DOWNSLOPE2046 x:-1.15 y:0.22 z:1.11 acc:1.61 inst:3.30 dt:4
DOWNSLOPE2051 x:-1.15 y:0.22 z:1.11 acc:1.61 inst:3.30 dt:5
DOWNSLOPE2058 x:-1.15 y:0.22 z:1.11 acc:1.61 inst:3.29 dt:7
DOWNSLOPE2063 x:-1.15 y:0.22 z:1.11 acc:1.61 inst:3.29 dt:5
DOWNSLOPE2068 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.29 dt:5
DOWNSLOPE2073 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.28 dt:5
DOWNSLOPE2078 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.28 dt:5
DOWNSLOPE2083 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.28 dt:5
DOWNSLOPE2088 x:-1.14 y:0.19 z:1.11 acc:1.60 inst:3.27 dt:5
DOWNSLOPE2093 x:-1.12 y:0.20 z:1.10 acc:1.58 inst:3.27 dt:5
DOWNSLOPE2099 x:-1.12 y:0.20 z:1.10 acc:1.58 inst:3.27 dt:6
DOWNSLOPE2104 x:-1.12 y:0.20 z:1.10 acc:1.58 inst:3.26 dt:5
DOWNSLOPE2109 x:-1.12 y:0.20 z:1.10 acc:1.58 inst:3.26 dt:5
DOWNSLOPE2114 x:-1.10 y:0.22 z:1.09 acc:1.56 inst:3.26 dt:5
DOWNSLOPE2119 x:-1.10 y:0.22 z:1.09 acc:1.56 inst:3.25 dt:5
DOWNSLOPE2124 x:-1.10 y:0.22 z:1.09 acc:1.56 inst:3.25 dt:5
DOWNSLOPE2129 x:-1.10 y:0.22 z:1.09 acc:1.56 inst:3.25 dt:5
DOWNSLOPE2135 x:-1.10 y:0.22 z:1.09 acc:1.56 inst:3.24 dt:6
DOWNSLOPE2140 x:-1.08 y:0.22 z:1.08 acc:1.55 inst:3.24 dt:5
DOWNSLOPE2146 x:-1.08 y:0.22 z:1.08 acc:1.55 inst:3.24 dt:6
DOWNSLOPE2151 x:-1.08 y:0.22 z:1.08 acc:1.55 inst:3.23 dt:5
DOWNSLOPE2156 x:-1.08 y:0.22 z:1.08 acc:1.55 inst:3.23 dt:5
DOWNSLOPE2161 x:-1.08 y:0.22 z:1.08 acc:1.55 inst:3.23 dt:5
DOWNSLOPE2166 x:-1.06 y:0.16 z:1.12 acc:1.55 inst:3.22 dt:5
DOWNSLOPE2171 x:-1.06 y:0.16 z:1.12 acc:1.55 inst:3.22 dt:5
DOWNSLOPE2176 x:-1.06 y:0.16 z:1.12 acc:1.55 inst:3.22 dt:5
DOWNSLOPE2181 x:-1.06 y:0.16 z:1.12 acc:1.55 inst:3.21 dt:5
DOWNSLOPE2187 x:-1.07 y:0.12 z:1.14 acc:1.57 inst:3.21 dt:6
DOWNSLOPE2192 x:-1.07 y:0.12 z:1.14 acc:1.57 inst:3.21 dt:5
DOWNSLOPE2197 x:-1.07 y:0.12 z:1.14 acc:1.57 inst:3.20 dt:5
DOWNSLOPE2202 x:-1.07 y:0.12 z:1.14 acc:1.57 inst:3.20 dt:5
DOWNSLOPE2207 x:-1.07 y:0.12 z:1.14 acc:1.57 inst:3.20 dt:5
DOWNSLOPE2213 x:-1.07 y:0.20 z:1.16 acc:1.59 inst:3.19 dt:6
DOWNSLOPE2218 x:-1.07 y:0.20 z:1.16 acc:1.59 inst:3.19 dt:5
DOWNSLOPE2223 x:-1.07 y:0.20 z:1.16 acc:1.59 inst:3.18 dt:5
DOWNSLOPE2229 x:-1.07 y:0.20 z:1.16 acc:1.59 inst:3.18 dt:6
DOWNSLOPE2234 x:-1.07 y:0.20 z:1.16 acc:1.59 inst:3.18 dt:5
DOWNSLOPE2239 x:-1.08 y:0.24 z:1.14 acc:1.59 inst:3.17 dt:5
DOWNSLOPE2244 x:-1.08 y:0.24 z:1.14 acc:1.59 inst:3.17 dt:5
DOWNSLOPE2249 x:-1.08 y:0.24 z:1.14 acc:1.59 inst:3.17 dt:5
DOWNSLOPE2254 x:-1.08 y:0.24 z:1.14 acc:1.59 inst:3.16 dt:5
DOWNSLOPE2259 x:-1.09 y:0.26 z:1.12 acc:1.58 inst:3.16 dt:5
DOWNSLOPE2264 x:-1.09 y:0.26 z:1.12 acc:1.58 inst:3.16 dt:5
DOWNSLOPE2270 x:-1.09 y:0.26 z:1.12 acc:1.58 inst:3.15 dt:6
DOWNSLOPE2275 x:-1.09 y:0.26 z:1.12 acc:1.58 inst:3.15 dt:5
DOWNSLOPE2280 x:-1.09 y:0.26 z:1.12 acc:1.58 inst:3.15 dt:5
DOWNSLOPE2286 x:-1.05 y:0.16 z:1.09 acc:1.52 inst:3.14 dt:6
DOWNSLOPE2290 x:-1.05 y:0.16 z:1.09 acc:1.52 inst:3.14 dt:4
DOWNSLOPE2295 x:-1.05 y:0.16 z:1.09 acc:1.52 inst:3.14 dt:5
DOWNSLOPE2301 x:-1.05 y:0.16 z:1.09 acc:1.52 inst:3.13 dt:6
DOWNSLOPE2306 x:-1.05 y:0.16 z:1.09 acc:1.52 inst:3.13 dt:5
DOWNSLOPE2312 x:-1.03 y:0.18 z:1.08 acc:1.50 inst:3.13 dt:6
DOWNSLOPE2317 x:-1.03 y:0.18 z:1.08 acc:1.50 inst:3.12 dt:5
DOWNSLOPE2322 x:-1.03 y:0.18 z:1.08 acc:1.50 inst:3.12 dt:5
DOWNSLOPE2327 x:-1.03 y:0.18 z:1.08 acc:1.50 inst:3.12 dt:5
DOWNSLOPE2332 x:-1.05 y:0.21 z:1.10 acc:1.53 inst:3.11 dt:5
DOWNSLOPE2337 x:-1.05 y:0.21 z:1.10 acc:1.53 inst:3.11 dt:5
DOWNSLOPE2342 x:-1.05 y:0.21 z:1.10 acc:1.53 inst:3.11 dt:5
DOWNSLOPE2347 x:-1.05 y:0.21 z:1.10 acc:1.53 inst:3.10 dt:5
DOWNSLOPE2352 x:-1.05 y:0.21 z:1.10 acc:1.53 inst:3.10 dt:5
DOWNSLOPE2358 x:-1.05 y:0.24 z:1.11 acc:1.55 inst:3.09 dt:6
DOWNSLOPE2363 x:-1.05 y:0.24 z:1.11 acc:1.55 inst:3.09 dt:5
DOWNSLOPE2368 x:-1.05 y:0.24 z:1.11 acc:1.55 inst:3.09 dt:5
DOWNSLOPE2373 x:-1.05 y:0.24 z:1.11 acc:1.55 inst:3.08 dt:5
DOWNSLOPE2378 x:-1.05 y:0.24 z:1.11 acc:1.55 inst:3.08 dt:5
DOWNSLOPE2384 x:-1.02 y:0.23 z:1.12 acc:1.53 inst:3.08 dt:6
DOWNSLOPE2389 x:-1.02 y:0.23 z:1.12 acc:1.53 inst:3.07 dt:5
DOWNSLOPE2394 x:-1.02 y:0.23 z:1.12 acc:1.53 inst:3.07 dt:5
DOWNSLOPE2400 x:-1.02 y:0.23 z:1.12 acc:1.53 inst:3.07 dt:6
DOWNSLOPE2405 x:-1.02 y:0.23 z:1.12 acc:1.53 inst:3.06 dt:5
DOWNSLOPE2410 x:-1.05 y:0.28 z:1.12 acc:1.56 inst:3.06 dt:5
DOWNSLOPE2415 x:-1.05 y:0.28 z:1.12 acc:1.56 inst:3.06 dt:5
DOWNSLOPE2420 x:-1.05 y:0.28 z:1.12 acc:1.56 inst:3.05 dt:5
DOWNSLOPE2425 x:-1.05 y:0.28 z:1.12 acc:1.56 inst:3.05 dt:5
DOWNSLOPE2430 x:-1.05 y:0.28 z:1.12 acc:1.56 inst:3.05 dt:5
DOWNSLOPE2435 x:-1.01 y:0.25 z:1.13 acc:1.54 inst:3.04 dt:5
DOWNSLOPE2441 x:-1.01 y:0.25 z:1.13 acc:1.54 inst:3.04 dt:6
DOWNSLOPE2446 x:-1.01 y:0.25 z:1.13 acc:1.54 inst:3.04 dt:5
DOWNSLOPE2451 x:-1.01 y:0.25 z:1.13 acc:1.54 inst:3.03 dt:5
DOWNSLOPE2457 x:-1.00 y:0.29 z:1.14 acc:1.55 inst:3.03 dt:6
DOWNSLOPE2462 x:-1.00 y:0.29 z:1.14 acc:1.55 inst:3.03 dt:5
DOWNSLOPE2467 x:-1.00 y:0.29 z:1.14 acc:1.55 inst:3.02 dt:5
DOWNSLOPE2472 x:-1.00 y:0.29 z:1.14 acc:1.55 inst:3.02 dt:5
DOWNSLOPE2477 x:-1.00 y:0.29 z:1.14 acc:1.55 inst:3.02 dt:5
DOWNSLOPE2483 x:-1.01 y:0.29 z:1.13 acc:1.54 inst:3.01 dt:6
DOWNSLOPE2488 x:-1.01 y:0.29 z:1.13 acc:1.54 inst:3.01 dt:5
DOWNSLOPE2493 x:-1.01 y:0.29 z:1.13 acc:1.54 inst:3.00 dt:5
DOWNSLOPE2498 x:-1.01 y:0.29 z:1.13 acc:1.54 inst:3.00 dt:5
DOWNSLOPE2503 x:-1.01 y:0.29 z:1.13 acc:1.54 inst:3.00 dt:5
DOWNSLOPE2508 x:-0.99 y:0.12 z:1.14 acc:1.51 inst:2.99 dt:5
DOWNSLOPE2513 x:-0.99 y:0.12 z:1.14 acc:1.51 inst:2.99 dt:5
DOWNSLOPE2518 x:-0.99 y:0.12 z:1.14 acc:1.51 inst:2.99 dt:5
DOWNSLOPE2523 x:-0.99 y:0.12 z:1.14 acc:1.51 inst:2.98 dt:5
DOWNSLOPE2530 x:-0.99 y:0.14 z:1.13 acc:1.51 inst:2.98 dt:7
DOWNSLOPE2534 x:-0.99 y:0.14 z:1.13 acc:1.51 inst:2.98 dt:4
DOWNSLOPE2539 x:-0.99 y:0.14 z:1.13 acc:1.51 inst:2.97 dt:5
DOWNSLOPE2545 x:-0.99 y:0.14 z:1.13 acc:1.51 inst:2.97 dt:6
DOWNSLOPE2550 x:-0.99 y:0.14 z:1.13 acc:1.51 inst:2.97 dt:5
DOWNSLOPE2555 x:-0.98 y:0.15 z:1.13 acc:1.50 inst:2.96 dt:5
DOWNSLOPE2560 x:-0.98 y:0.15 z:1.13 acc:1.50 inst:2.96 dt:5
DOWNSLOPE2565 x:-0.98 y:0.15 z:1.13 acc:1.50 inst:2.96 dt:5
DOWNSLOPE2571 x:-0.98 y:0.15 z:1.13 acc:1.50 inst:2.95 dt:6
DOWNSLOPE2576 x:-0.98 y:0.15 z:1.13 acc:1.50 inst:2.95 dt:5
DOWNSLOPE2581 x:-0.96 y:0.12 z:1.15 acc:1.50 inst:2.95 dt:5
DOWNSLOPE2586 x:-0.96 y:0.12 z:1.15 acc:1.50 inst:2.94 dt:5
DOWNSLOPE2591 x:-0.96 y:0.12 z:1.15 acc:1.50 inst:2.94 dt:5
DOWNSLOPE2596 x:-0.96 y:0.12 z:1.15 acc:1.50 inst:2.94 dt:5
DOWNSLOPE2601 x:-0.96 y:0.12 z:1.15 acc:1.50 inst:2.93 dt:5
DOWNSLOPE2606 x:-0.89 y:0.01 z:1.14 acc:1.45 inst:2.93 dt:5
DOWNSLOPE2612 x:-0.89 y:0.01 z:1.14 acc:1.45 inst:2.93 dt:6
DOWNSLOPE2617 x:-0.89 y:0.01 z:1.14 acc:1.45 inst:2.92 dt:5
DOWNSLOPE2622 x:-0.89 y:0.01 z:1.14 acc:1.45 inst:2.92 dt:5
DOWNSLOPE2628 x:-0.89 y:0.01 z:1.14 acc:1.45 inst:2.91 dt:6
DOWNSLOPE2633 x:-0.86 y:0.11 z:1.11 acc:1.41 inst:2.91 dt:5
DOWNSLOPE2638 x:-0.86 y:0.11 z:1.11 acc:1.41 inst:2.91 dt:5
DOWNSLOPE2643 x:-0.86 y:0.11 z:1.11 acc:1.41 inst:2.90 dt:5
DOWNSLOPE2648 x:-0.86 y:0.11 z:1.11 acc:1.41 inst:2.90 dt:5
DOWNSLOPE2654 x:-0.86 y:0.17 z:1.09 acc:1.40 inst:2.90 dt:6
DOWNSLOPE2659 x:-0.86 y:0.17 z:1.09 acc:1.40 inst:2.89 dt:5
DOWNSLOPE2664 x:-0.86 y:0.17 z:1.09 acc:1.40 inst:2.89 dt:5
DOWNSLOPE2669 x:-0.86 y:0.17 z:1.09 acc:1.40 inst:2.89 dt:5
DOWNSLOPE2674 x:-0.86 y:0.17 z:1.09 acc:1.40 inst:2.88 dt:5
DOWNSLOPE2679 x:-0.85 y:0.15 z:1.13 acc:1.42 inst:2.88 dt:5
DOWNSLOPE2684 x:-0.85 y:0.15 z:1.13 acc:1.42 inst:2.88 dt:5
DOWNSLOPE2689 x:-0.85 y:0.15 z:1.13 acc:1.42 inst:2.87 dt:5
DOWNSLOPE2694 x:-0.85 y:0.15 z:1.13 acc:1.42 inst:2.87 dt:5
DOWNSLOPE2700 x:-0.85 y:0.15 z:1.13 acc:1.42 inst:2.87 dt:6
DOWNSLOPE2706 x:-0.87 y:0.12 z:1.12 acc:1.43 inst:2.86 dt:6
DOWNSLOPE2711 x:-0.87 y:0.12 z:1.12 acc:1.43 inst:2.86 dt:5
DOWNSLOPE2716 x:-0.87 y:0.12 z:1.12 acc:1.43 inst:2.86 dt:5
DOWNSLOPE2721 x:-0.87 y:0.12 z:1.12 acc:1.43 inst:2.85 dt:5
DOWNSLOPE2726 x:-0.85 y:0.16 z:1.12 acc:1.42 inst:2.85 dt:5
DOWNSLOPE2731 x:-0.85 y:0.16 z:1.12 acc:1.42 inst:2.85 dt:5
DOWNSLOPE2736 x:-0.85 y:0.16 z:1.12 acc:1.42 inst:2.84 dt:5
DOWNSLOPE2742 x:-0.85 y:0.16 z:1.12 acc:1.42 inst:2.84 dt:6
DOWNSLOPE2747 x:-0.85 y:0.16 z:1.12 acc:1.42 inst:2.84 dt:5
DOWNSLOPE2752 x:-0.85 y:0.29 z:1.10 acc:1.42 inst:2.83 dt:5
DOWNSLOPE2757 x:-0.85 y:0.29 z:1.10 acc:1.42 inst:2.83 dt:5
DOWNSLOPE2762 x:-0.85 y:0.29 z:1.10 acc:1.42 inst:2.83 dt:5
DOWNSLOPE2767 x:-0.85 y:0.29 z:1.10 acc:1.42 inst:2.82 dt:5
DOWNSLOPE2772 x:-0.85 y:0.29 z:1.10 acc:1.42 inst:2.82 dt:5
DOWNSLOPE2778 x:-0.87 y:0.30 z:1.10 acc:1.44 inst:2.81 dt:6
DOWNSLOPE2783 x:-0.87 y:0.30 z:1.10 acc:1.44 inst:2.81 dt:5
DOWNSLOPE2789 x:-0.87 y:0.30 z:1.10 acc:1.44 inst:2.81 dt:6
DOWNSLOPE2794 x:-0.87 y:0.30 z:1.10 acc:1.44 inst:2.80 dt:5
DOWNSLOPE2799 x:-0.87 y:0.30 z:1.10 acc:1.44 inst:2.80 dt:5
DOWNSLOPE2804 x:-0.90 y:0.17 z:1.15 acc:1.47 inst:2.80 dt:5
DOWNSLOPE2809 x:-0.90 y:0.17 z:1.15 acc:1.47 inst:2.79 dt:5
DOWNSLOPE2814 x:-0.90 y:0.17 z:1.15 acc:1.47 inst:2.79 dt:5
DOWNSLOPE2819 x:-0.90 y:0.17 z:1.15 acc:1.47 inst:2.79 dt:5
DOWNSLOPE2825 x:-0.85 y:0.10 z:1.16 acc:1.44 inst:2.78 dt:6
DOWNSLOPE2830 x:-0.85 y:0.10 z:1.16 acc:1.44 inst:2.78 dt:5
DOWNSLOPE2835 x:-0.85 y:0.10 z:1.16 acc:1.44 inst:2.78 dt:5
DOWNSLOPE2840 x:-0.85 y:0.10 z:1.16 acc:1.44 inst:2.77 dt:5
DOWNSLOPE2845 x:-0.85 y:0.10 z:1.16 acc:1.44 inst:2.77 dt:5
DOWNSLOPE2850 x:-0.85 y:0.17 z:1.18 acc:1.46 inst:2.77 dt:5
DOWNSLOPE2855 x:-0.85 y:0.17 z:1.18 acc:1.46 inst:2.76 dt:5
DOWNSLOPE2860 x:-0.85 y:0.17 z:1.18 acc:1.46 inst:2.76 dt:5
DOWNSLOPE2865 x:-0.85 y:0.17 z:1.18 acc:1.46 inst:2.76 dt:5
DOWNSLOPE2872 x:-0.85 y:0.17 z:1.18 acc:1.46 inst:2.75 dt:7
DOWNSLOPE2877 x:-0.85 y:0.26 z:1.16 acc:1.46 inst:2.75 dt:5
DOWNSLOPE2882 x:-0.85 y:0.26 z:1.16 acc:1.46 inst:2.75 dt:5
DOWNSLOPE2887 x:-0.85 y:0.26 z:1.16 acc:1.46 inst:2.74 dt:5
DOWNSLOPE2892 x:-0.85 y:0.26 z:1.16 acc:1.46 inst:2.74 dt:5
DOWNSLOPE2897 x:-0.85 y:0.26 z:1.16 acc:1.46 inst:2.74 dt:5
DOWNSLOPE2902 x:-0.84 y:0.26 z:1.15 acc:1.45 inst:2.73 dt:5
DOWNSLOPE2907 x:-0.84 y:0.26 z:1.15 acc:1.45 inst:2.73 dt:5
DOWNSLOPE2913 x:-0.84 y:0.26 z:1.15 acc:1.45 inst:2.72 dt:6
DOWNSLOPE2918 x:-0.84 y:0.26 z:1.15 acc:1.45 inst:2.72 dt:5
DOWNSLOPE2923 x:-0.84 y:0.26 z:1.15 acc:1.45 inst:2.72 dt:5
DOWNSLOPE2928 x:-0.79 y:0.23 z:1.08 acc:1.36 inst:2.71 dt:5
DOWNSLOPE2933 x:-0.79 y:0.23 z:1.08 acc:1.36 inst:2.71 dt:5
DOWNSLOPE2938 x:-0.79 y:0.23 z:1.08 acc:1.36 inst:2.71 dt:5
DOWNSLOPE2943 x:-0.79 y:0.23 z:1.08 acc:1.36 inst:2.70 dt:5
DOWNSLOPE2949 x:-0.77 y:0.19 z:1.10 acc:1.35 inst:2.70 dt:6
